TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
this	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
it	O	_	O	_	_	O	_	_	_
may	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
we	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Ajax	B-work	_	B-work.primlit	_	_	O	Q412341	_	LED0.00
of	O	_	O	_	_	O	_	_	_
Sophocles	B-pers	_	B-pers.author	_	_	O	Q11950683	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
compared	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
anything	O	_	O	_	_	O	_	_	_
extant	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
earlier	O	_	O	_	_	O	_	_	_
literature	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
original	O	_	O	_	_	O	_	_	_
conception	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
character	O	_	O	_	_	O	_	_	_
at	O	_	O	_	_	O	_	_	_
once	O	_	O	_	_	O	_	_	_
strong	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
misunderstood	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
whose	O	_	O	_	_	O	_	_	_
feeling	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
wounded	O	_	O	_	_	O	_	_	_
honour	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
therefore	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
spectator	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
made	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
understand	O	_	O	_	_	O	_	_	_
him	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
can	O	_	O	_	_	O	_	_	_
entirely	O	_	O	_	_	O	_	_	_
sympathize	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
The	O	_	O	_	_	O	_	_	_
poet	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
audience	O	_	O	_	_	O	_	_	_
are	O	_	O	_	_	O	_	_	_
alone	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
possession	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
secret	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter|LED0.00
’	O	_	O	_	_	O	_	_	_
soul	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
They	O	_	O	_	_	O	_	_	_
alone	O	_	O	_	_	O	_	_	_
witness	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
demeanour	O	_	O	_	_	O	_	_	_
at	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
close	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
In	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
eleventh	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|LED0.00
book	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
of	O	_	O	_	_	O	_	_	InPrimaryReference
the	O	_	O	_	_	O	_	_	InPrimaryReference
Odyssey	B-work	_	B-work.primlit	_	_	O	Q35160	_	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
shade	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
son	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Telamon	B-pers	_	B-pers.myth	_	_	O	Q331327	_	LED0.00
recoils	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
advances	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Odysseus	B-pers	_	B-pers.myth	_	_	O	Q47231	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
stands	O	_	O	_	_	O	_	_	_
aloof	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
eloquent	O	_	O	_	_	O	_	_	_
silence	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
because	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
judgment	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
arms	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
That	O	_	O	_	_	O	_	_	_
silence	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
interpreted	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
us	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
tragic	O	_	O	_	_	O	_	_	_
poet	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
happy	O	_	O	_	_	O	_	_	_
audacity	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
once	O	_	O	_	_	O	_	_	_
represented	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
act	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
suicide	O	_	O	_	_	O	_	_	_
upon	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
stage	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
He	O	_	O	_	_	O	_	_	_
thus	O	_	O	_	_	O	_	_	_
reveals	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
us	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
only	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
agony	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
wounded	O	_	O	_	_	O	_	_	_
spirit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
also	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
nobleness	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
was	O	_	O	_	_	O	_	_	_
hidden	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
world	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
contemporaries	O	_	O	_	_	O	_	_	NoSpaceAfter
and	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
while	O	_	O	_	_	O	_	_	_
dimly	O	_	O	_	_	O	_	_	_
felt	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
those	O	_	O	_	_	O	_	_	_
nearest	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
him	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
was	O	_	O	_	_	O	_	_	_
partly	O	_	O	_	_	O	_	_	_
recognised	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
enemy	O	_	O	_	_	O	_	_	_
Odysseus	B-pers	_	B-pers.myth	_	_	O	Q47231	_	LED0.00
after	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
death	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
a	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
This	O	_	O	_	_	O	_	_	_
higher	O	_	O	_	_	O	_	_	_
mood	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
shows	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
worth	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
life	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
being	O	_	O	_	_	O	_	_	_
extinguished	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
consists	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
hero	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	NoSpaceAfter
s	O	_	O	_	_	O	_	_	_
clear	O	_	O	_	_	O	_	_	_
vision	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
situation	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
agreeing	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
Athena	B-pers	_	B-pers.myth	_	_	O	Q37122	_	NoSpaceAfter|LED0.00
'	O	_	O	_	_	O	_	_	NoSpaceAfter
s	O	_	O	_	_	O	_	_	_
saying	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
equal	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
best	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
foresight	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
When	O	_	O	_	_	O	_	_	_
once	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
illusion	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
past	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
even	O	_	O	_	_	O	_	_	_
while	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
‘sea	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
rage	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
‘still	O	_	O	_	_	O	_	_	_
working	O	_	O	_	_	O	_	_	_
after	O	_	O	_	_	O	_	_	_
storm	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
forthwith	O	_	O	_	_	O	_	_	_
steadily	O	_	O	_	_	O	_	_	_
faces	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
inevitable	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
He	O	_	O	_	_	O	_	_	_
knows	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
cannot	O	_	O	_	_	O	_	_	_
outlive	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
honour	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
prepares	O	_	O	_	_	O	_	_	_
accordingly	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
ὦ	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Secondly	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
this	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	_
moment	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
z	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	NoSpaceAfter
/	O	_	O	_	_	O	_	_	_
never	O	_	O	_	_	O	_	_	_
falters	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
moves	O	_	O	_	_	O	_	_	_
straight	O	_	O	_	_	O	_	_	_
forward	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
end	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
In	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
first	O	_	O	_	_	O	_	_	_
outburst	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
it	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
true	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
while	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
yet	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
fully	O	_	O	_	_	O	_	_	_
conscious	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
those	O	_	O	_	_	O	_	_	_
surrounding	O	_	O	_	_	O	_	_	_
him	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
betrays	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
purpose	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
what	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
followers	O	_	O	_	_	O	_	_	_
regard	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
characteristic	O	_	O	_	_	O	_	_	_
rashness	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
defiance	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
prevention	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
But	O	_	O	_	_	O	_	_	_
when	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
mariners	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
sought	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
dissuade	O	_	O	_	_	O	_	_	_
him	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
when	O	_	O	_	_	O	_	_	_
Tecmessa	B-pers	_	B-pers.myth	_	_	O	Q10796858	_	LED0.00
has	O	_	O	_	_	O	_	_	_
made	O	_	O	_	_	O	_	_	_
her	O	_	O	_	_	O	_	_	_
appeal	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
withdraws	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
few	O	_	O	_	_	O	_	_	_
fierce	O	_	O	_	_	O	_	_	_
words	O	_	O	_	_	O	_	_	_
into	O	_	O	_	_	O	_	_	_
complete	O	_	O	_	_	O	_	_	_
solitude	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
And	O	_	O	_	_	O	_	_	_
when	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
comes	O	_	O	_	_	O	_	_	_
forth	O	_	O	_	_	O	_	_	_
again	O	_	O	_	_	O	_	_	_
we	O	_	O	_	_	O	_	_	_
find	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
measured	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
force	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
obstacles	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
overcome	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
deliberately	O	_	O	_	_	O	_	_	_
chosen	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
use	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
necessary	O	_	O	_	_	O	_	_	_
means	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
obviating	O	_	O	_	_	O	_	_	_
them	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
viz	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
dissimulation	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Of	O	_	O	_	_	O	_	_	_
this	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
however	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
employs	O	_	O	_	_	O	_	_	_
just	O	_	O	_	_	O	_	_	_
so	O	_	O	_	_	O	_	_	_
much	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
necessary	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
secure	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
end	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0038.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0038
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 38
# ajmc:author = Campbell, Lewis
and	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
spectator	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
reads	O	_	O	_	_	O	_	_	_
between	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
lines	O	_	O	_	_	O	_	_	_
perceives	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
while	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
as	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Antigone	B-work	_	B-work.primlit	_	_	O	Q241077	_	NoSpaceAfter|LED0.00
)	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
calm	O	_	O	_	_	O	_	_	_
resolve	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
taken	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
place	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
passionate	O	_	O	_	_	O	_	_	_
defiance	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
proud	O	_	O	_	_	O	_	_	_
spirit	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
yet	O	_	O	_	_	O	_	_	_
broken	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
And	O	_	O	_	_	O	_	_	_
once	O	_	O	_	_	O	_	_	_
more	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
same	O	_	O	_	_	O	_	_	_
temper	O	_	O	_	_	O	_	_	_
becomes	O	_	O	_	_	O	_	_	_
openly	O	_	O	_	_	O	_	_	_
apparent	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
when	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
hour	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
departure	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
makes	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
solitary	O	_	O	_	_	O	_	_	_
appeal	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
Zeus	B-pers	_	B-pers.myth	_	_	O	Q34201	_	LED0.00
and	O	_	O	_	_	O	_	_	_
elios	B-pers	_	B-pers.myth	_	_	O	Q134270	_	NoSpaceAfter|LED0.17
.	O	_	O	_	_	O	_	_	EndOfSentence
ς	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
In	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
third	O	_	O	_	_	O	_	_	_
place	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
we	O	_	O	_	_	O	_	_	_
are	O	_	O	_	_	O	_	_	_
made	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
see	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
pride	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter|LED0.00
;	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
defect	O	_	O	_	_	O	_	_	_
inseparable	O	_	O	_	_	O	_	_	_
from	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
strength	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
will	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
no	O	_	O	_	_	O	_	_	_
cold	O	_	O	_	_	O	_	_	_
or	O	_	O	_	_	O	_	_	_
isolated	O	_	O	_	_	O	_	_	_
feeling	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
It	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
merely	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
own	O	_	O	_	_	O	_	_	_
personal	O	_	O	_	_	O	_	_	_
honour	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
cares	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
glory	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
race	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
He	O	_	O	_	_	O	_	_	_
had	O	_	O	_	_	O	_	_	_
longed	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
rejoice	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
hearts	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Telamon	B-pers	_	B-pers.myth	_	_	O	Q331327	_	LED0.00
and	O	_	O	_	_	O	_	_	_
Eriboea	B-pers	_	B-pers.myth	_	_	O	Q1295435	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
enrich	O	_	O	_	_	O	_	_	_
their	O	_	O	_	_	O	_	_	_
hearth	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
little	O	_	O	_	_	O	_	_	_
isle	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
glories	O	_	O	_	_	O	_	_	_
freshly	O	_	O	_	_	O	_	_	_
won	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
In	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
own	O	_	O	_	_	O	_	_	_
fall	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
careful	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
provide	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
honour	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
well	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
safety	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
son	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
He	O	_	O	_	_	O	_	_	_
knows	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
act	O	_	O	_	_	O	_	_	_
